CIK,Ticker,Name,Exchange,SIC,Business,Incorporated,IRS,Already Parsed?
1287145,AABB,Asia Broadband Inc,OTC,8200,GA,NV,721569126,True
1024015,AABC,Access Anytime Bancorp Inc,,6035,NM,DE,850444597,True
1099290,AAC,Sinocoking Coal & Coke Chemical Industries Inc,NASDAQ,3312,F4,FL,593404233,True
1264707,AACC,Asset Acceptance Capital Corp,,6153,MI,,800076779,True
849116,AACE,Ace Cash Express Inc,,6099,TX,TX,752142963,True
1409430,AAGC,All American Gold Corp,OTC,1040,IN,WY,260665571,True
948846,AAI,Airtran Holdings Inc,,4512,FL,NV,582189551,True
1013243,AAIIQ,Aaipharma Inc,OTC,8734,NC,DE,42687849,True
1303849,AAIR,Avantair Inc,OTC,4522,FL,DE,201635240,True
6201,AAL,American Airlines Group Inc,NASDAQ,4512,TX,DE,751825172,True
852015,AAMC,American Asset Management Corp,OTC,6162,NJ,NJ,222902677,True
1555074,AAMC,Altisource Asset Management Corp,OTC,6500,VI,VI,660783125,True
8177,AAME,Atlantic American Corp,NASDAQ,6311,GA,GA,581027114,True
1281629,AAML,Adera Mines LTD,,1040,A1,,980427221,True
1123648,AAMU,American Ammunition Inc,,3990,FL,NV,912021594,True
706688,AAN,Aarons Inc,NYSE,7359,GA,GA,580687630,True
356809,AANB,Abigail Adams National Bancorp Inc,,6021,DC,DE,521508198,True
933955,AANI,Amedia Networks Inc,,4813,NJ,DE,113223672,True
1158114,AAOI,Applied Optoelectronics Inc,NASDAQ,3674,TX,DE,760533927,True
824142,AAON,Aaon Inc,NASDAQ,3585,OK,NV,870448736,True
1305748,AAOR,Healthcare Providers Direct Inc,,5047,A1,NV,201063591,True
1158449,AAP,Advance Auto Parts Inc,NYSE,5531,VA,DE,542049910,True
1040482,AAPH,American Petro-hunter Inc,OTC,1389,AZ,NV,980171619,True
320193,AAPL,Apple Inc,NASDAQ,3571,CA,CA,942404110,True
1362502,AAPT,All American Pet Company Inc,OTC,2040,CA,NV,912186665,True
1424864,AARI,Patriot Minefinders Inc,,1000,A1,NV,,True
1411058,AARS,Asia Atlantic Resources,,1000,FL,NV,,True
930245,AASP,All American Sportpark Inc,OTC,5900,NV,NV,880203976,True
703701,AASR,Ushealth Group Inc,,6321,TX,DE,731165000,True
1500217,AAT,American Assets Trust Inc,NYSE,6798,CA,MD,,True
1104042,AATI,Advanced Analogic Technologies Inc,,3674,CA,DE,770462930,True
1419260,AAUI,Andina Group Inc,OTC,7310,UT,NV,201445018,True
1077319,AAVG,Avstar Aviation Group Inc,OTC,4581,TX,CO,760635938,True
1358940,AAXT,Aamaxan Transport Group Inc,OTC,9995,A6,DE,870673375,True
801558,AB,Cannon Express Inc,NYSE,4213,AR,DE,710650141,True
825313,AB,Alliancebernstein Holding LP,NYSE,6282,NY,DE,133434400,True
745651,ABAT,Advanced Battery Technologies Inc,OTC,3690,NY,DE,222497491,True
881890,ABAX,Abaxis Inc,NASDAQ,3829,CA,CA,770213001,True
1428802,ABBB,Auburn Bancorp Inc,OTCBB,6035,ME,,,True
1292898,ABBC,Abington Community Bancorp Inc,,6036,PA,PA,,True
1397533,ABBC,Abington Bancorp Inc,,6036,PA,PA,,True
812146,ABBK,Abington Bancorp Inc,,6036,MA,MA,43334127,True
1551152,ABBV,Abbvie Inc,NYSE,2834,IL,DE,320375147,True
1140859,ABC,Amerisourcebergen Corp,NYSE,5122,PA,DE,233079390,True
351569,ABCB,Ameris Bancorp,NASDAQ,6022,GA,GA,581456434,True
1009624,ABCC,Wherevertv Broadcasting Corp,,7389,PA,DE,133886065,True
1466815,ABCD,Cambium Learning Group Inc,NASDAQ,2741,TX,,270587428,True
1157377,ABCO,Advisory Board Co,NASDAQ,8741,DC,DE,521468699,True
20639,ABCP,Ambase Corp,OTC,6512,CT,DE,952962743,True
1490700,ABCR,Varca Ventures Inc,OTC,1000,A0,,980658381,True
1528234,ABCR,Abc Records Management & Data Storage Inc,OTC,4220,F4,,,True
885322,ABCW,Anchor Bancorp Wisconsin Inc,OTC,6036,WI,DE,391726871,True
812805,ABDV,Atlantis Technology Group,,6153,FL,NV,954082020,True
841071,ABER,Dominion Diamond Corp,NYSE,1000,A6,A6,,True
1297533,ABEW,Airbee Wireless Inc,,7372,MD,DE,460500345,True
3000,ABF,Airborne Inc,,4513,WA,DE,912065027,True
772349,ABFI,American Business Financial Services Inc,,6162,PA,DE,870418807,True
894405,ABFS,Arkansas Best Corp,NASDAQ,4213,AR,DE,710673405,True
1144980,ABG,Asbury Automotive Group Inc,NYSE,5500,GA,DE,10609375,True
1036140,ABGTF,Assistglobal Technologies Corp,,7372,,,,True
1052837,ABGX,Abgenix Inc,,2836,CA,DE,943248826,True
1393066,ABH,Resolute Forest Products Inc,NYSE,2621,A8,DE,980526415,True
1405858,ABHD,Abtech Holdings Inc,OTC,1090,AZ,NV,141994102,True
1052489,ABHH,American Bank Note Holographics Inc,,7389,NY,DE,133317668,True
77551,ABI,Applied Biosystems Inc,NYSE ARCA,3826,CT,DE,61534213,True
1409012,ABII,Abraxis Bioscience Inc,NASDAQ,2834,CA,DE,300431735,True
845779,ABIX,Abatix Corp,,5084,TX,DE,751908110,True
874501,ABK,Ambac Financial Group Inc,NASDAQ,6351,NY,DE,133621676,True
1332044,ABKB,American Basketball Association Inc,OTC,6770,IN,UT,870376691,True
1400000,ABKI,Abakan Inc,OTC,3470,FL,NV,980507522,True
4611,ABL,American Biltrite Inc,,3089,MA,DE,41701350,True
1065728,ABLE,Able Energy Inc,OTC,5990,NJ,DE,223520840,True
771497,ABM,Abm Industries Inc,NYSE,7340,NY,DE,941369354,True
896747,ABMC,American Bio Medica Corp,OTC,2834,NY,NY,141702188,True
815094,ABMD,Abiomed Inc,NASDAQ,3841,MA,DE,42743260,True
1385799,ABMT,Advanced Biomedical Technologies Inc,OTC,3842,NY,NV,980516589,True
721238,ABNC,American Bancorp Inc,OTC,6022,LA,LA,720951347,True
1330039,ABNJ,American Bancorp Of New Jersey Inc,,6035,NJ,NJ,550897507,True
1140472,ABNS,Alliance Bancshares California,,6021,CA,CA,912124567,True
1138862,ABOS,Arbios Systems Inc,,3841,CA,DE,911955323,True
1342916,ABOZ,American Bonanza Resources Corp,,1000,A1,NV,202781289,True
1096182,ABPH,Advanced Biophotonics Inc,,3829,NY,DE,841209909,True
1310094,ABPI,Accentia Biopharmaceuticals Inc,OTC,2834,FL,FL,,True
816958,ABPR,Caspian International Oil Corp,OTC,6770,TX,DE,205588710,True
1253986,ABR,Arbor Realty Trust Inc,NYSE,6798,NY,MD,200057959,True
1923,ABRI,Servidyne Inc,,1540,GA,GA,580522129,True
803097,ABRK,Sportsquest Inc,,7900,FL,NJ,222742564,True
1112706,ABRM,Canyon Copper Corp,,1000,A1,,880454792,True
857171,ABRX,Able Laboratories Inc,,2835,NJ,DE,330659916,True
3333,ABS,Albertsons Inc,NYSE,5411,ID,DE,820184434,True
1355833,ABS,New Albertsons Inc,,5140,ID,DE,204067706,True
1204947,ABSC,Giant Motorsports Inc,,5900,OH,NV,331025552,True
1800,ABT,Abbott Laboratories,NYSE,2834,IL,IL,360698440,True
1023364,ABTL,Autobytel Inc,NASDAQ,7370,CA,DE,330711569,True
1435161,ABTO,Ab&t Financial Corp,OTC,6021,NC,NC,262588442,True
1181001,ABVA,Alliance Bankshares Corp,,6021,VA,,460488111,True
1043533,ABVT,Abovenet Inc,NYSE,4899,NY,DE,113168327,True
1035632,ABWG,Watley A B Group Inc,OTC,6211,NY,DE,133911867,True
1002360,ABWS,Absolute Potential Inc,,2851,IL,FL,593223708,True
1304623,ACA,Aca Capital Holdings Inc,NYSE,6351,NY,,,True
1070494,ACAD,Acadia Pharmaceuticals Inc,NASDAQ,2834,CA,DE,61376651,True
904020,ACAI,Flyi Inc,,4512,VA,DE,133621051,True
1118148,ACAP,American Physicians Capital Inc,,6324,MI,MI,,True
1429896,ACAR,Activecare Inc,OTC,3669,UT,DE,870578125,True
817473,ACAS,American Capital LTD,NASDAQ,,MD,,521451377,True
719866,ACAT,Arctic Cat Inc,NASDAQ,3790,MN,MN,411443470,True
1106980,ACBA,American Community Bancshares Inc,,6022,NC,NC,,True
1303476,ACBP,American Community Bancorp Inc,,6035,IN,IN,201541152,True
1283630,ACC,American Campus Communities Inc,NYSE,6798,TX,MD,760753089,True
1001463,ACCA,Acacia Diversified Holdings Inc,OTC,5010,FL,TX,752095676,True
1002388,ACCL,Accelrys Inc,NASDAQ,7372,CA,DE,330557266,True
1388132,ACCM,Hangover Joes Holding Corp,,6552,CO,CO,208097969,True
318306,ACCP,Access Pharmaceuticals Inc,OTC,2834,TX,DE,830221517,True
1041588,ACCR,Access Power Inc,OTC,4813,MI,FL,,True
1337566,ACCY,Alternative Construction Company Inc,,3448,FL,FL,201776133,True
847917,ACD,Asconi Corp,NYSE MKT,2080,FL,NV,911395124,True
1071941,ACDI,Arcadia Resources Inc,NYSE MKT,7200,MI,NV,880331369,True
1068887,ACDO,Accredo Health Inc,,8090,TN,DE,621642871,True
1390449,ACDQ,Arcade Acquisition Corp,,6770,CT,,208348580,True
896159,ACE,Ace LTD,NYSE,6331,V8,V8,,True
1017526,ACEC,Ace Comm Corp,,3669,MD,MD,521283030,True
708717,ACEL,Tamir Biotechnology Inc,,2836,CA,DE,222369085,True
2034,ACET,Aceto Corp,NASDAQ,5160,NY,NY,111720520,True
804269,ACF,General Motors Financial Company Inc,,6199,TX,TX,752291093,True
1284077,ACFC,Atlantic Coast Federal Corp,NASDAQ,6035,GA,X1,593764686,True
1404296,ACFC,Atlantic Coast Financial Corp,NASDAQ,6035,GA,MD,,True
880984,ACFN,Acorn Energy Inc,NASDAQ,8711,DE,DE,222786081,True
816754,ACG,Alliancebernstein Income Fund Inc,NYSE,,NY,DE,133420585,True
949394,ACGI,Amacore Group Inc,OTC,7389,TX,DE,593206480,True
947484,ACGL,Arch Capital Group LTD,NASDAQ,6331,D0,,,True
1520697,ACHC,Acadia Healthcare Company Inc,NASDAQ,8093,TN,DE,,True
1132487,ACHI,Americhip International Inc,,3550,MI,,,True
1070336,ACHN,Achillion Pharmaceuticals Inc,NASDAQ,2834,CT,DE,,True
1037676,ACI,Arch Coal Inc,NYSE,1221,MO,DE,430921172,True
1138462,ACIE,Acies Corp,OTC,7389,NY,NV,912079553,True
1020998,ACIT,Aci Telecentrics Inc,,7389,MN,,411572571,True
935036,ACIW,Aci Worldwide Inc,NASDAQ,7372,FL,DE,470772104,True
1109304,ACKHQ,Armstrong Holdings Inc,,3089,PA,PA,233033414,True
1067588,ACLA,Aclara Biosciences Inc,,3829,CA,DE,943222727,True
1324479,ACLI,American Commercial Lines Inc,,4400,IN,DE,753177794,True
934445,ACLO,Usmart Mobile Device Inc,,5065,K3,,161642709,True
1113232,ACLS,Axcelis Technologies Inc,NASDAQ,3559,MA,DE,341818596,True
868857,ACM,Aecom Technology Corp,NYSE,8711,CA,DE,611088522,True
934543,ACMC,American Church Mortgage Co,OTC,6500,MN,MN,411793975,True
1092013,ACME,Acme Communications Inc,OTC,4833,CA,DE,330866283,True
1483096,ACMP,Access Midstream Partners LP,NYSE,4922,OK,DE,800534394,True
1042809,ACMR,Ac Moore Arts & Crafts Inc,,5945,NJ,PA,223527763,True
2062,ACMTA,Acmat Corp,OTC,6351,CT,CT,60682460,True
1134538,ACN,Accenture LTD,NYSE,7389,D0,,,True
1467373,ACN,Accenture PLC,NYSE,7389,L2,L2,980627530,True
715579,ACNB,Acnb Corp,NASDAQ,6022,PA,PA,232233457,True
1123448,ACNI,American Idc Corp,OTC,7389,CA,FL,650941058,True
813621,ACO,Amcol International Corp,NYSE,1400,IL,DE,360724340,True
1469433,ACOM,Ancestrycom Inc,NASDAQ,7374,UT,DE,261235962,True
1008848,ACOR,Acorda Therapeutics Inc,NASDAQ,2836,NY,,,True
1503290,ACP,Avenue Income Credit Strategies Fund,NYSE,,NY,,,True
1040599,ACPQL,Neenah Foundry Co,,3320,WI,WI,391580331,True
1044435,ACPW,Active Power Inc,NASDAQ,4911,TX,DE,742642142,True
787784,ACR,American Retirement Corp,,8051,TN,TN,621674303,True
1529377,ACRE,Ares Commercial Real Estate Corp,NYSE,6798,IL,MD,453148087,True
711307,ACRG,Acr Group Inc,NYSE MKT,5070,TX,TX,742008473,True
1228386,ACRI,Acro Inc,OTC,8742,L3,NV,,True
883296,ACRO,Acrodyne Communications Inc,,3663,MD,DE,113067564,True
1497251,ACRO,Acroboo Inc,,7389,FL,NV,,True
1087243,ACRU,Accrue Software Inc,,7372,CA,DE,943238684,True
1427925,ACRX,Acelrx Pharmaceuticals Inc,NASDAQ,2834,CA,DE,,True
2135,ACS,Affiliated Computer Services Inc,,7374,TX,DE,510310342,True
1581934,ACSF,American Capital Senior Floating LTD,NASDAQ,,MD,MD,461996220,True
1137587,ACSH,Renew Energy Resources Inc,,7389,LA,NV,880503197,True
884629,ACT,Actavis Inc,NYSE,2834,NJ,NV,953872914,True
1578845,ACT,Actavis PLC,NYSE,2834,L2,L2,,True
1140098,ACTC,Advanced Cell Technology Inc,OTC,2834,MA,DE,870656515,True
1437517,ACTC,Advanced Credit Technologies Inc,OTC,7372,MN,NV,,True
934549,ACTG,Acacia Research Corp,NASDAQ,6794,CA,DE,954405754,True
1183941,ACTI,Actividentity Corp,,7372,CA,DE,450485038,True
907687,ACTL,Actel Corp,OTCBB,3674,CA,CA,770097724,True
1296286,ACTN,Longhai Steel Inc,NASDAQ,3310,F4,NV,113699388,True
1342068,ACTS,Actions Semiconductor Co LTD,NASDAQ,3674,F4,E9,,True
918709,ACTT,Act Teleconferencing Inc,OTC,4899,CO,CO,841132665,True
1062478,ACTU,Actuate Corp,,7372,CA,DE,943193197,True
1163932,ACTV,Active Network Inc,NYSE,7372,CA,DE,330884962,True
2098,ACU,Acme United Corp,NYSE MKT,3420,CT,CT,60236700,True
764794,ACUP,Rudy Nutrition,,3579,NV,NV,112751630,True
786947,ACUR,Acura Pharmaceuticals Inc,NASDAQ,2834,IL,NY,110853640,True
1115143,ACUS,Acusphere Inc,OTC,2834,MA,DE,43208947,True
3327,ACV,Alberto Culver Co,,2844,IL,DE,362257936,True
1368457,ACV,Alberto-culver Co,NYSE,2844,IL,DE,,True
727347,ACVE,Active Link Communications Inc,,5065,IL,CO,840917382,True
817979,ACW,Accuride Corp,NYSE,3714,IN,DE,611109077,True
733269,ACXM,Acxiom Corp,NASDAQ,7374,AR,DE,710581897,True
1036848,ACY,Aerocentury Corp,NYSE MKT,7359,CA,DE,943263974,True
801622,AD,Valassis Direct Mail Inc,NYSE,7331,CT,DE,60885252,True
1422222,ADAC,Adama Technologies Corp,OTC,4899,FL,DE,980552470,True
863650,ADAM,Adam Inc,,7372,GA,GA,581878070,True
16357,ADAPQ,Ab Liquidating Corp,,3663,CA,DE,941668412,True
885074,ADAT,Authentidate Holding Corp,NASDAQ,7373,NJ,DE,141673067,True
712034,ADB,Acco Brands Corp,NYSE,2780,IL,DE,362704017,True
796343,ADBE,Adobe Systems Inc,NASDAQ,7372,CA,DE,770019522,True
1077926,ADBL,Audible Inc,,7389,NJ,,223407945,True
1081751,ADBN,Americana Publishing Inc,OTC,2741,NM,CO,841453702,True
917251,ADC,Agree Realty Corp,NYSE,6798,MI,DE,383148187,True
943184,ADCC,Ever-glory International Group Inc,OTC,2300,CA,FL,650548697,True
61478,ADCT,Adc Telecommunications Inc,,3661,MN,MN,410743912,True
932127,ADDI,Addison Davis Diagnostics,,2834,CA,DE,721148906,True
1446885,ADEC,Terrasol Holdings LTD,OTC,1040,CA,NV,,True
865415,ADEP,Adept Technology Inc,NASDAQ,3559,CA,DE,942900635,True
1223112,ADES,Ada-es Inc,NASDAQ,2890,,CO,841457335,True
1515156,ADES,Advanced Emissions Solutions Inc,NASDAQ,2890,CO,,275472457,True
884498,ADEX,Ade Corp,,3825,MA,MA,42441829,True
910524,ADF,Acm Managed Dollar Income Fund Inc,,,NJ,MD,223256305,True
3952,ADG,Allied Defense Group Inc,,3480,VA,DE,42281015,True
1471278,ADG,Aberdeen Global Diversified Fixed Income Fund Inc,,,PA,MD,,True
1109744,ADGD,Andresmin Gold Corp,,9995,A1,MT,841365550,True
1378706,ADGE,American DG Energy Inc,NYSE MKT,4900,MA,DE,43569304,True
1059763,ADGF,Adams Golf Inc,NASDAQ,3949,TX,DE,752320087,True
1389217,ADGL,Alldigital Holdings Inc,OTCBB,5531,CA,NV,205354797,True
1211583,ADHXF,Adherex Technologies Inc,OTC,2836,NC,,,True
6281,ADI,Analog Devices Inc,NASDAQ,3674,MA,MA,42348234,True
891554,ADI,Document Technologies Inc,NASDAQ,,NY,NY,,True
770403,ADIC,Advanced Digital Information Corp,,3572,WA,WA,911618616,True
1096935,ADIF,American Development & Investment Fund Inc,,6799,FL,,841517715,True
1004724,ADK,Adcare Health Systems Inc,NYSE MKT,8051,GA,OH,311332119,True
796486,ADLAC,Adelphia Communications Corp,,4841,CO,DE,232417713,True
1085129,ADLE,Zealous Inc,,6200,CA,NV,880325940,True
874388,ADLI,American Medical Technologies Inc,OTC,3843,TX,DE,382905258,True
1076167,ADLR,Adolor Corp,,2834,PA,,311429198,True
1322734,ADLS,Advanced Life Sciences Holdings Inc,OTC,2836,,,300296543,True
1002125,ADLTQ,Advanced Lighting Technologies Inc,,3640,OH,OH,341803229,True
894537,ADLU,Brightec Inc,,3081,MA,NV,870438637,True
7084,ADM,Archer Daniels Midland Co,NYSE,2070,IL,DE,410129150,True
1486315,ADMC,Americas Diamond Corp,OTCBB,1000,X0,NV,271614533,True
1449349,ADMD,Advanced Medical Isotope Corp,OTC,2810,WA,DE,800138937,True
806514,ADMG,Advanced Materials Group Inc,,3086,CA,NV,330215295,True
1201663,ADNC,Audience Inc,NASDAQ,3674,CA,DE,912061537,True
1129018,ADNT,Gold Hills Mining LTD,,1040,NY,,881471870,True
1029762,ADNW,Auto Data Network,,7389,NY,DE,133944580,True
700815,ADNY,Adino Energy Corp,OTC,5171,TX,MT,820369233,True
8670,ADP,Automatic Data Processing Inc,NASDAQ,7374,NJ,DE,221467904,True
1028087,ADPI,American Dental Partners Inc,,8090,MA,DE,43297858,True
709804,ADPT,Steel Excel Inc,,1389,CA,DE,942748530,True
1445815,ADRV,US Rare Earth Minerals Inc,,5150,NV,NV,262797630,True
1123337,ADRX,Andrx Corp,,2834,FL,DE,651013859,True
1101215,ADS,Alliance Data Systems Corp,NYSE,7389,TX,DE,311429215,True
1052773,ADSC,Atlantic Data Services Inc,,7374,MA,MA,42696393,True
769397,ADSK,Autodesk Inc,NASDAQ,7372,CA,DE,942819853,True
901899,ADSM,Ads Media Group Inc,,7331,TX,UT,870505222,True
1103544,ADSO,Adsero Corp,OTC,3570,A8,DE,650602729,True
1403243,ADSO,Ads In Motion Inc,OTC,7310,CA,,954856713,True
1091599,ADST,Adstar Inc,OTC,7372,CA,DE,223666899,True
1452206,ADSY,Nanoasia LTD,,7389,F4,NV,,True
1546640,ADT,Adt Corp,NYSE,7381,FL,DE,454517261,True
770034,ADTI,Advance Display Technologies Inc,,6794,CO,CO,840969445,True
1428397,ADTM,Adaptive Medias Inc,OTCBB,7310,CA,NV,260685980,True
926282,ADTN,Adtran Inc,NASDAQ,3661,AL,DE,630918200,True
1115463,ADTR,Alliance Distributors Holding Inc,OTC,3577,NY,DE,330851302,True
1468328,ADUS,Addus Homecare Corp,NASDAQ,8082,IL,DE,205340172,True
791833,ADVB,Advanced Biotherapy Inc,,8731,IL,DE,510402415,True
1100820,ADVC,Advanced Communications Technologies Inc,OTC,7389,NY,FL,650738251,True
96638,ADVNB,Advanta Corp,,6141,PA,DE,231462070,True
1012956,ADVP,Advancepcs,OTC,5912,TX,DE,752493381,True
786623,ADVR,Advanced Viral Research Corp,,2834,NY,DE,592646820,True
1002225,ADVS,Advent Software Inc,NASDAQ,7371,CA,DE,942901952,True
2230,ADX,Adams Express Co,NYSE,,MD,MD,134912740,True
1402531,ADXM,Support Span Inc,OTC,7389,NC,NV,208755674,True
1100397,ADXS,Advaxis Inc,NASDAQ,2834,NJ,DE,841521955,True
789868,ADY,Feihe International Inc,NYSE,2020,CA,UT,870445575,True
1123580,ADYE,Aradyme Corp,,7372,UT,DE,330619254,True
1346848,ADYN,Eagle Ridge Ventures Inc,,5130,WA,NV,760773943,True
902482,ADZA,Adeza Biomedical Corp,,3825,CA,DE,770054952,True
1102013,ADZR,Adzone Research Inc,,8700,NY,DE,880420405,True
2178,AE,Adams Resources & Energy Inc,NYSE MKT,5172,TX,DE,741753147,True
1299704,AEA,Advance America Cash Advance Centers Inc,NYSE,6141,SC,DE,582332639,True
738214,AEBF,Aemetis Inc,,2860,CA,NV,261407544,True
911635,AEC,Associated Estates Realty Corp,NYSE,6798,OH,OH,341747603,True
705003,AEDU,American Education Corp,,7372,OK,NV,731621446,True
1002910,AEE,Ameren Corp,NYSE,4931,MO,MO,431723446,True
854608,AEEI,American Environmental Energy Inc,OTC,1381,CA,MN,411619632,True
1424549,AEGA,Aegea Inc,OTCBB,5900,FL,CO,412230041,True
843212,AEGG,American Energy Group LTD,OTC,1311,CT,NV,870448843,True
1039160,AEGN,Aerogen Inc,NASDAQ,3841,CA,DE,330488580,True
1338042,AEGR,Aegerion Pharmaceuticals Inc,NASDAQ,2834,MA,DE,202960116,True
1446896,AEGY,Alternative Energy Partners Inc,OTCBB,2860,FL,FL,262862564,True
1421874,AEHI,Alternate Energy Holdings Inc,OTC,1540,ID,NV,205689191,True
1040470,AEHR,Aehr Test Systems,NASDAQ,3825,CA,CA,942424084,True
1041651,AEHZF,Asia Electronics Holding Co Inc,,3679,NY,F5,,True
927003,AEIS,Advanced Energy Industries Inc,NASDAQ,3679,CO,DE,840846841,True
1039828,AEL,American Equity Investment Life Holding Co,NYSE,6311,IA,IA,421447959,True
882291,AEMD,Aethlon Medical Inc,OTCBB,3826,CA,NV,133632859,True
722077,AEN,Amc Entertainment Inc,,7830,MO,DE,431304369,True
1041829,AEN,Austral Pacific Energy LTD,,1382,Q2,B0,,True
1398235,AENA,Id Perfumes Inc,,2844,FL,NV,208837626,True
1136725,AEND,American Enterprise Development Corp,,2080,TX,TX,760649310,True
1043225,AENG,Advanced Engine Technologies Inc,OTC,3510,CA,CO,841358194,True
1111391,AENP,American Energy Production Inc,OTC,1311,TX,,,True
1175867,AENS,Alternative Energy Sources Inc,,2860,MO,,,True
1137239,AENY,Americas Energy Co - Aeco,,1000,TN,NV,980414501,True
919012,AEO,American Eagle Outfitters Inc,NYSE,5651,PA,DE,132721761,True
1343257,AEOH,Novori Inc,,7389,A1,DE,470948014,True
4904,AEP,American Electric Power Co Inc,NYSE,4911,OH,NY,134922640,True
785787,AEPI,Aep Industries Inc,NASDAQ,3081,NJ,DE,221916107,True
1378789,AER,Aercap Holdings NV,NYSE,7359,P7,P7,,True
879911,AERG,Applied Energetics Inc,OTC,3812,AZ,DE,770262908,True
1337553,AERI,Aerie Pharmaceuticals Inc,NASDAQ,2836,NC,DE,203109565,True
1316644,AERO,Aerogrow International Inc,OTC,5200,CO,NV,460510685,True
1277270,AERR,Telanetixinc,,7385,WA,DE,770622733,True
849706,AERT,Advanced Environmental Recycling Technologies Inc,OTC,2430,AR,DE,710675758,True
874761,AES,Aes Corp,NYSE,4991,VA,DE,541163725,True
1043432,AESK,American Skiing Co,,7990,ME,DE,43373730,True
1026744,AESP,Aesp Inc,,3576,FL,FL,592327381,True
1122304,AET,Aetna Inc,NYSE,6324,CT,PA,232229683,True
874389,AETC,Applied Extrusion Technologies Inc,,3081,DE,DE,510295865,True
1043186,AETI,American Electric Technologies Inc,NASDAQ,3620,TX,FL,593410234,True
351129,AEXB,Amerex Group Inc,,4953,OK,OK,204898182,True
1388486,AEXP,Spotlight Innovation Inc,OTC,1389,IA,NV,980518266,True
874292,AEY,Addvantage Technologies Group Inc,NASDAQ,5000,OK,OK,731351610,True
910322,AF,Astoria Financial Corp,NYSE,6035,NY,DE,113170868,True
799231,AFAM,Almost Family Inc,NASDAQ,8300,KY,DE,61153720,True
1501489,AFAN,Af Ocean Investment Management Co,OTC,5812,NY,FL,141877754,True
1162027,AFB,Alliancebernstein National Municipal Income Fund,NYSE,,NY,,,True
1158865,AFBA,Allied First Bancorp Inc,OTCBB,6035,IL,,364482786,True
1023398,AFBC,Advance Financial Bancorp,,6035,WV,DE,550753533,True
1472093,AFCB,Athens Bancshares Corp,NASDAQ,6035,TN,,270920126,True
898805,AFCI,Advanced Fibre Communications Inc,,3661,CA,DE,680277743,True
1040660,AFCO,Applied Films Corp,,3674,CO,CO,841311581,True
1296595,AFDG,Cross Canyon Energy Corp,,1311,TX,NV,562458730,True
820608,AFEM,Quantrx Biomedical Corp,,3841,OR,NV,330202574,True
1007508,AFFI,Affinity Technology Group Inc,,6794,SC,DE,570991269,True
1282453,AFFM,Friendco Restaurants Inc,OTC,,MD,MD,522037752,True
1282543,AFFM,Affirmative Insurance Holdings Inc,OTC,6331,TX,DE,752770432,True
1143997,AFFS,American Fiedlity Financial Services Inc,,5900,TX,,752912201,True
1433821,AFFW,Affinity Mediaworks Corp,OTCBB,7350,NY,NV,753265854,True
913077,AFFX,Affymetrix Inc,NASDAQ,3826,CA,DE,770319159,True
1158223,AFFY,Affymax Inc,OTC,2834,CA,DE,,True
1042046,AFG,American Financial Group Inc,NYSE,6331,OH,OH,311544320,True
1012316,AFGI,Firepond Inc,,7310,MA,DE,841249735,True
1539894,AFH,Atlas Financial Holdings Inc,NASDAQ,6331,IL,E9,275466079,True
4977,AFL,Aflac Inc,NYSE,6321,GA,GA,581167100,True
1336654,AFMI,Affinity Media International Corp,,6770,CA,DE,203315459,True
1122342,AFOP,Alliance Fiber Optic Products Inc,NASDAQ,3674,CA,CA,770554122,True
65358,AFP,United Capital Corp,,3490,NY,DE,42294493,True
319126,AFPC,Afp Imaging Corp,,3861,NY,NY,132956272,True
1193558,AFR,American Financial Realty Trust,NYSE,6798,PA,,20604479,True
1365555,AFSI,Amtrust Financial Services Inc,NASDAQ,6331,NY,DE,43106389,True
1355677,AFSN,Mexus Gold US,,1040,NV,NV,204092640,True
1502573,AFT,Apollo Senior Floating Rate Fund Inc,NYSE,,NY,,,True
1167868,AFVS,Afv Solutions Inc,,3790,CA,NV,900006843,True
1421419,AGAM,Aga Medical Holdings Inc,NASDAQ,3845,MN,DE,204757212,True
1016900,AGAS,Applied Natural Gas Fuels Inc,,1311,CA,NV,880350286,True
842289,AGBG,Ab Holding Group Inc,,3089,OR,DE,931143627,True
1391461,AGC,Advent Claymore Convertible Securities & Income Fund II,NYSE,,IL,DE,,True
1052163,AGCC,Anchor Glass Container Corp,,3221,FL,DE,593417812,True
880266,AGCO,Agco Corp,NYSE,3523,GA,DE,581960019,True
1006030,AGD,Applied Graphics Technologies Inc,NYSE,7330,NY,DE,133864004,True
1362481,AGD,Alpine Global Dynamic Dividend Fund,NYSE,,NY,DE,,True
1330323,AGDI,Shamika 2 Gold Inc,,1000,NY,NV,980448154,True
718482,AGE,Edwards A G Inc,,6211,MO,DE,431288229,True
1084122,AGEL,Angelciti Entertainment Inc,OTC,7990,FL,NV,522043569,True
1098972,AGEN,Agenus Inc,NASDAQ,2836,NY,DE,61562417,True
1085596,AGGX,Angiogenex Inc,OTC,2834,NY,NV,860945116,True
811828,AGH,Atlantis Plastics Inc,,3081,GA,FL,61088270,True
800082,AGII,Argonaut Group Inc,NASDAQ,6331,TX,DE,954057601,True
1091748,AGII,Argo Group International Holdings LTD,NASDAQ,6361,D0,,980214719,True
1088653,AGIL,Agile Software Corp,,7372,CA,DE,770397905,True
1497316,AGIN,American Graphite Technologies Inc,OTCBB,3822,NV,NV,,True
1439222,AGIO,Agios Pharmaceuticals Inc,NASDAQ,2834,MA,DE,,True
